ID,Cluster
T1,Cluster-1
T10,Cluster-2
T11,Cluster-1
T12,Cluster-2
T13,Cluster-2
T14,Cluster-2
T15,Cluster-2
T16,Cluster-3
T17,Cluster-2
T18,Cluster-3
T2,Cluster-4
T3,Cluster-4
T4,Cluster-3
T5,Cluster-3
T6,Cluster-3
T7,Cluster-3
T8,Cluster-2
T9,Cluster-2
