ID,Cluster
T1,Cluster-1
T10,Cluster-1
T11,Cluster-1
T12,Cluster-1
T13,Cluster-1
T14,Cluster-1
T15,Cluster-1
T16,Cluster-2
T17,Cluster-1
T18,Cluster-2
T2,Cluster-1
T3,Cluster-1
T4,Cluster-2
T5,Cluster-2
T6,Cluster-2
T7,Cluster-2
T8,Cluster-1
T9,Cluster-1
